condsFile,taskVersion,taskReps,loopCount,trialNum,phase,taskLoop.thisRepN,taskLoop.thisTrialN,taskLoop.thisN,taskLoop.thisIndex,trialsLoop.thisRepN,trialsLoop.thisTrialN,trialsLoop.thisN,trialsLoop.thisIndex,setupText.started,setupText.stopped,instrText.started,instrText.stopped,trialMouse.x,trialMouse.y,trialMouse.leftButton,trialMouse.midButton,trialMouse.rightButton,trialMouse.time,trialMouse.started,trialMouse.stopped,step,targetangle_deg,trialTarget.started,trialTarget.stopped,trialHome.started,trialHome.stopped,trialCursor.started,trialCursor.stopped,trialText.started,trialText.stopped,trialBuff.started,trialBuff.stopped,participant,session,taskVer,date,expName,psychopyVersion,frameRate,
famConds.xlsx,Familiarization,24,0,0,Align,0,0,0,0,0,0,0,0,10.771368000190705,None,11.743952000048012,None,"[0.018229166666666668, 0.041666666666666664, 0.07161458333333333, 0.10026041666666667, 0.12760416666666666, 0.14583333333333334, 0.1640625, 0.17057291666666666, 0.17317708333333334, 0.17447916666666666, 0.17708333333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.18098958333333334, 0.1796875, 0.17447916666666666, 0.1640625, 0.15494791666666666, 0.13411458333333334, 0.12109375, 0.10807291666666667, 0.09244791666666667, 0.07552083333333333, 0.06901041666666667, 0.055989583333333336, 0.046875, 0.03515625, 0.024739583333333332, 0.016927083333333332, 0.0078125, 0.00390625, 0.0, -0.0013020833333333333, -0.00390625, -0.0078125, -0.01171875, -0.015625, -0.020833333333333332, -0.03125, -0.0390625, -0.049479166666666664, -0.053385416666666664, -0.053385416666666664, -0.045572916666666664, -0.029947916666666668, -0.00390625, 0.033854166666666664, 0.07421875, 0.11979166666666667, 0.19010416666666666, 0.22916666666666666, 0.2552083333333333, 0.27734375, 0.2994791666666667, 0.3151041666666667, 0.3294270833333333, 0.3463541666666667, 0.35546875, 0.3606770833333333, 0.36328125, 0.36328125, 0.36328125, 0.36328125, 0.3606770833333333, 0.3580729166666667, 0.35546875, 0.3528645833333333, 0.3502604166666667, 0.3489583333333333, 0.3463541666666667, 0.3450520833333333, 0.3450520833333333, 0.3424479166666667, 0.3385416666666667, 0.3307291666666667, 0.32421875]","[0.13151041666666666, 0.125, 0.11979166666666667, 0.11067708333333333, 0.10546875, 0.10286458333333333, 0.10026041666666667, 0.10026041666666667, 0.10026041666666667, 0.09895833333333333, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09765625, 0.09505208333333333, 0.09114583333333333, 0.07942708333333333, 0.05078125, 0.03515625, 0.020833333333333332, 0.01171875, 0.0013020833333333333, -0.0026041666666666665, -0.010416666666666666, -0.014322916666666666, -0.018229166666666668, -0.020833333333333332, -0.022135416666666668, -0.024739583333333332, -0.026041666666666668, -0.02734375, -0.028645833333333332, -0.029947916666666668, -0.03125, -0.033854166666666664, -0.033854166666666664, -0.033854166666666664, -0.033854166666666664, -0.028645833333333332, -0.018229166666666668, -0.01171875, 0.0013020833333333333, 0.013020833333333334, 0.028645833333333332, 0.046875, 0.07552083333333333, 0.10546875, 0.13541666666666666, 0.171875, 0.1875, 0.19791666666666666, 0.20442708333333334, 0.20963541666666666, 0.21484375, 0.21875, 0.22395833333333334, 0.2265625, 0.22786458333333334, 0.23046875, 0.23177083333333334, 0.234375, 0.23567708333333334, 0.2421875, 0.24609375, 0.2513020833333333, 0.2552083333333333, 0.2578125, 0.2591145833333333, 0.26171875, 0.26171875, 0.26171875, 0.26171875, 0.26171875, 0.2578125, 0.2526041666666667]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0037156001199036837, 0.017391900066286325, 0.034678100142627954, 0.05210339999757707, 0.06809610011987388, 0.08467160002328455, 0.10144450003281236, 0.11854330007918179, 0.13475900003686547, 0.1514177001081407, 0.167831800179556, 0.18462430010549724, 0.2010725000873208, 0.217745800036937, 0.23490929999388754, 0.2510745001491159, 0.2678051001857966, 0.2843619000632316, 0.30106399999931455, 0.3177187000401318, 0.3342980002053082, 0.351006300188601, 0.36764820013195276, 0.3843539000954479, 0.4009735002182424, 0.41764170001260936, 0.43428380019031465, 0.45091590005904436, 0.46789750014431775, 0.4849320000503212, 0.5012700001243502, 0.5181064000353217, 0.5344796001445502, 0.5511717000044882, 0.567936500068754, 0.5847667001653463, 0.6013156000990421, 0.6179665999952704, 0.634886700194329, 0.6515999000985175, 0.6679391001816839, 0.6848959000781178, 0.7012797000352293, 0.7178374000359327, 0.7343022001441568, 0.7512421000283211, 0.7681706000585109, 0.7844754001125693, 0.801802400033921, 0.8179257002193481, 0.8343853000551462, 0.8511462002061307, 0.8681314000859857, 0.8844153000973165, 0.9022411000914872, 0.9179701001849025, 0.9344495001714677, 0.9512733002193272, 0.9681109001394361, 0.984609300037846, 1.0011803000234067, 1.018004500074312, 1.034512200159952, 1.0529207000508904, 1.0695172001142055, 1.0856266000773758, 1.1011444001924247, 1.1180143000092357, 1.1345204000826925, 1.1509265000931919, 1.1678516000974923, 1.1845326002221555, 1.2010347000323236, 1.218575700186193, 1.234447600087151, 1.2510802000761032, 1.2681057001464069, 1.2849769000895321, 1.3014881000854075, 1.3177084000781178, 1.3346329000778496, 1.35110540012829, 1.3677970001008362, 1.384452800033614, 1.4007895002141595, 1.4174420000053942, 1.4343231001403183, 1.4509726001415402, 1.4674793002195656, 1.4849916000384837]",12.186829700134695,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",40,12.186829700134695,None,12.186829700134695,None,12.186829700134695,None,12.186829700134695,None,12.186829700134695,13.189451300073415,a,1,1,2020_Jul_02_1417,rAdaptAlpha2,2020.1.3,60.03006306086641,
famConds.xlsx,Familiarization,24,0,1,Align,0,0,0,0,0,1,1,1,,,,,"[0.3177083333333333, 0.3125, 0.3111979166666667, 0.3111979166666667, 0.3111979166666667, 0.3111979166666667, 0.3111979166666667, 0.3125, 0.3138020833333333, 0.3138020833333333, 0.3151041666666667, 0.3151041666666667]","[0.24869791666666666, 0.2421875, 0.23958333333333334, 0.23697916666666666, 0.23567708333333334, 0.23567708333333334, 0.234375, 0.23307291666666666, 0.23307291666666666, 0.23177083333333334, 0.23177083333333334, 0.23177083333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.006891899975016713, 0.01945200003683567, 0.03866069996729493, 0.055254099890589714, 0.07219449989497662, 0.0883158000651747, 0.105073899962008, 0.12178609985858202, 0.1385596999898553, 0.15507239988073707, 0.17185889999382198, 0.18828730005770922]",13.684420700185001,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,13.684420700185001,None,13.684420700185001,None,13.684420700185001,None,13.684420700185001,None,13.684420700185001,None,a,1,1,2020_Jul_02_1417,rAdaptAlpha2,2020.1.3,60.03006306086641,
famConds.xlsx,Familiarization,24,0,2,Align,0,0,0,0,0,2,2,2,,,,,"[0.3151041666666667, 0.3151041666666667, 0.3151041666666667, 0.3151041666666667, 0.3151041666666667, 0.3151041666666667, 0.3151041666666667, 0.3151041666666667, 0.3151041666666667]","[0.23177083333333334, 0.23046875, 0.23046875, 0.23046875, 0.23046875, 0.22916666666666666, 0.22786458333333334, 0.2265625, 0.2265625]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.007288400083780289, 0.018649999983608723, 0.04171060002408922, 0.06072219996713102, 0.07653439999558032, 0.09279790008440614, 0.10926389996893704, 0.12583940010517836, 0.14294630009680986]",13.879808500176296,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",40,13.879808500176296,None,13.879808500176296,None,13.879808500176296,None,13.879808500176296,None,13.879808500176296,None,a,1,1,2020_Jul_02_1417,rAdaptAlpha2,2020.1.3,60.03006306086641,
famConds.xlsx,Familiarization,24,0,3,Align,0,0,0,0,0,3,3,3,,,,,"[0.3151041666666667, 0.3151041666666667, 0.3151041666666667, 0.3151041666666667, 0.3151041666666667, 0.3151041666666667, 0.3151041666666667, 0.3151041666666667, 0.3138020833333333, 0.3138020833333333]","[0.2265625, 0.2265625, 0.2265625, 0.2265625, 0.2265625, 0.22526041666666666, 0.22395833333333334, 0.22265625, 0.22135416666666666, 0.22005208333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.006253199884667993, 0.018104600021615624, 0.04156769998371601, 0.058737399987876415, 0.07537840004079044, 0.09225629991851747, 0.10870820004492998, 0.12695820000953972, 0.142273599980399, 0.15936329984106123]",14.029841400217265,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,14.029841400217265,None,14.029841400217265,None,14.029841400217265,None,14.029841400217265,None,14.029841400217265,None,a,1,1,2020_Jul_02_1417,rAdaptAlpha2,2020.1.3,60.03006306086641,
famConds.xlsx,Familiarization,24,0,4,Align,0,0,0,0,0,4,4,4,,,,,"[0.3138020833333333, 0.3138020833333333, 0.3138020833333333, 0.3138020833333333, 0.3125, 0.3098958333333333, 0.3059895833333333, 0.296875]","[0.22005208333333334, 0.22005208333333334, 0.22005208333333334, 0.22005208333333334, 0.22005208333333334, 0.21744791666666666, 0.21484375, 0.2109375]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0.006380900042131543, 0.01794379996135831, 0.041531800059601665, 0.06024590018205345, 0.07633830001577735, 0.0929940000642091, 0.10937910014763474, 0.12678829999640584]",14.195952400099486,None,"[1, 1, 1, 1, 1, 1, 1, 1]",40,14.195952400099486,None,14.195952400099486,None,14.195952400099486,None,14.195952400099486,None,14.195952400099486,None,a,1,1,2020_Jul_02_1417,rAdaptAlpha2,2020.1.3,60.03006306086641,
famConds.xlsx,Familiarization,24,0,5,Align,0,0,0,0,0,5,5,5,,,,,"[0.2942708333333333, 0.2890625, 0.2838541666666667, 0.28125, 0.2799479166666667, 0.2760416666666667, 0.2682291666666667, 0.2565104166666667, 0.24479166666666666]","[0.20963541666666666, 0.20703125, 0.20442708333333334, 0.20442708333333334, 0.203125, 0.20182291666666666, 0.19921875, 0.19270833333333334, 0.18489583333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.007345700170844793, 0.020834000082686543, 0.041586400009691715, 0.05770570016466081, 0.07476510014384985, 0.09116010018624365, 0.10772600001655519, 0.12419270002283156, 0.14187519997358322]",14.333281800150871,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",50,14.333281800150871,None,14.333281800150871,None,14.333281800150871,None,14.333281800150871,None,14.333281800150871,None,a,1,1,2020_Jul_02_1417,rAdaptAlpha2,2020.1.3,60.03006306086641,
famConds.xlsx,Familiarization,24,0,6,Align,0,0,0,0,0,6,6,6,,,,,"[0.234375, 0.22916666666666666, 0.22135416666666666, 0.21354166666666666, 0.20963541666666666, 0.20703125, 0.203125, 0.20052083333333334, 0.1953125, 0.19140625]","[0.18098958333333334, 0.17838541666666666, 0.17447916666666666, 0.171875, 0.171875, 0.17057291666666666, 0.16927083333333334, 0.16666666666666666, 0.16145833333333334, 0.15885416666666666]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.007033000001683831, 0.019965199986472726, 0.04037229996174574, 0.05743089993484318, 0.07417670008726418, 0.09107229998335242, 0.10776309994980693, 0.12403959990479052, 0.14074910013005137, 0.15743379993364215]",14.482343200128525,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,14.482343200128525,None,14.482343200128525,None,14.482343200128525,None,14.482343200128525,None,14.482343200128525,None,a,1,1,2020_Jul_02_1417,rAdaptAlpha2,2020.1.3,60.03006306086641,
famConds.xlsx,Familiarization,24,0,7,Align,0,0,0,0,0,7,7,7,,,,,"[0.18880208333333334, 0.18619791666666666, 0.18489583333333334, 0.18359375, 0.18359375, 0.18359375, 0.18229166666666666, 0.18098958333333334, 0.17708333333333334, 0.17447916666666666, 0.16927083333333334, 0.1640625, 0.16145833333333334, 0.15755208333333334]","[0.15755208333333334, 0.15494791666666666, 0.15364583333333334, 0.15364583333333334, 0.15364583333333334, 0.15364583333333334, 0.15364583333333334, 0.15364583333333334, 0.15364583333333334, 0.15234375, 0.15234375, 0.15104166666666666, 0.15104166666666666, 0.15104166666666666]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.006764699937775731, 0.017759899841621518, 0.04098729998804629, 0.05922739999368787, 0.07578269997611642, 0.0919176999013871, 0.10867289989255369, 0.12530869990587234, 0.14213809999637306, 0.15874430001713336, 0.17563709989190102, 0.19181369990110397, 0.20879539987072349, 0.2254973000381142]",14.646309700096026,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,14.646309700096026,None,14.646309700096026,None,14.646309700096026,None,14.646309700096026,None,14.646309700096026,None,a,1,1,2020_Jul_02_1417,rAdaptAlpha2,2020.1.3,60.03006306086641,
famConds.xlsx,Familiarization,24,0,8,Align,0,0,0,0,0,8,8,8,,,,,"[0.15625, 0.15104166666666666, 0.1484375, 0.14713541666666666, 0.14453125, 0.14322916666666666, 0.14322916666666666, 0.14192708333333334, 0.140625, 0.13802083333333334, 0.13802083333333334, 0.13671875, 0.13671875, 0.13671875, 0.13671875, 0.13541666666666666]","[0.15104166666666666, 0.15104166666666666, 0.15104166666666666, 0.15104166666666666, 0.15104166666666666, 0.15104166666666666, 0.15104166666666666, 0.15104166666666666, 0.15104166666666666, 0.14973958333333334, 0.14973958333333334, 0.14973958333333334, 0.14973958333333334, 0.14973958333333334, 0.14973958333333334, 0.14973958333333334]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.00707040005363524, 0.02004060009494424, 0.04161420022137463, 0.05870340019464493, 0.07574070012196898, 0.09200280020013452, 0.10863700020126998, 0.12552860006690025, 0.14289750019088387, 0.15840160008519888, 0.1750064000952989, 0.1918598001357168, 0.20850680000148714, 0.22498170007020235, 0.24196170014329255, 0.2587747999932617]",14.881287100026384,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,14.881287100026384,None,14.881287100026384,None,14.881287100026384,None,14.881287100026384,None,14.881287100026384,None,a,1,1,2020_Jul_02_1417,rAdaptAlpha2,2020.1.3,60.03006306086641,
famConds.xlsx,Familiarization,24,0,9,Align,0,0,0,0,0,9,9,9,,,,,"[0.13411458333333334, 0.1328125, 0.13151041666666666, 0.125, 0.11979166666666667, 0.11458333333333333, 0.1015625, 0.08984375, 0.08333333333333333, 0.07421875, 0.06770833333333333, 0.06380208333333333, 0.059895833333333336, 0.05859375, 0.0546875, 0.053385416666666664, 0.052083333333333336, 0.05078125, 0.046875, 0.04296875, 0.03515625, 0.03125, 0.024739583333333332, 0.020833333333333332, 0.015625, 0.01171875, 0.009114583333333334, 0.0078125, 0.005208333333333333, 0.0026041666666666665, 0.0013020833333333333, 0.0, -0.0013020833333333333, -0.0013020833333333333, -0.0013020833333333333, -0.0013020833333333333, -0.0013020833333333333, -0.0013020833333333333, -0.0013020833333333333, 0.0013020833333333333, 0.01953125, 0.057291666666666664, 0.09635416666666667, 0.11588541666666667, 0.14453125, 0.16015625, 0.17317708333333334, 0.18098958333333334, 0.1875, 0.19401041666666666, 0.19661458333333334, 0.203125, 0.20833333333333334, 0.2109375, 0.21614583333333334, 0.22395833333333334, 0.23307291666666666, 0.24088541666666666, 0.2526041666666667, 0.2565104166666667, 0.2591145833333333, 0.2630208333333333, 0.2643229166666667, 0.2643229166666667, 0.265625, 0.265625, 0.265625, 0.2669270833333333, 0.2682291666666667, 0.26953125, 0.26953125, 0.2578125, 0.23958333333333334, 0.21484375, 0.17708333333333334, 0.1328125, 0.0859375, 0.053385416666666664, 0.016927083333333332, 0.00390625, -0.00390625, -0.0078125]","[0.1484375, 0.1484375, 0.1484375, 0.14583333333333334, 0.14192708333333334, 0.13802083333333334, 0.12630208333333334, 0.11328125, 0.10416666666666667, 0.09375, 0.08463541666666667, 0.07942708333333333, 0.07421875, 0.0703125, 0.06640625, 0.06510416666666667, 0.06380208333333333, 0.0625, 0.059895833333333336, 0.055989583333333336, 0.049479166666666664, 0.046875, 0.041666666666666664, 0.037760416666666664, 0.032552083333333336, 0.028645833333333332, 0.024739583333333332, 0.0234375, 0.01953125, 0.015625, 0.013020833333333334, 0.01171875, 0.010416666666666666, 0.010416666666666666, 0.010416666666666666, 0.010416666666666666, 0.009114583333333334, 0.009114583333333334, 0.009114583333333334, 0.009114583333333334, 0.024739583333333332, 0.0703125, 0.125, 0.15364583333333334, 0.19140625, 0.2109375, 0.22526041666666666, 0.23567708333333334, 0.2421875, 0.24609375, 0.2513020833333333, 0.2565104166666667, 0.2630208333333333, 0.2669270833333333, 0.2747395833333333, 0.2838541666666667, 0.2942708333333333, 0.3059895833333333, 0.3190104166666667, 0.3268229166666667, 0.3307291666666667, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3307291666666667, 0.3294270833333333, 0.3268229166666667, 0.3098958333333333, 0.2916666666666667, 0.2669270833333333, 0.22916666666666666, 0.1875, 0.13932291666666666, 0.11067708333333333, 0.07552083333333333, 0.061197916666666664, 0.05078125, 0.046875]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.008322700159624219, 0.019944800063967705, 0.041662400122731924, 0.05945740011520684, 0.07542640017345548, 0.09358890005387366, 0.10896540014073253, 0.12556980014778674, 0.14211490005254745, 0.158567100064829, 0.17536710016429424, 0.1920555999968201, 0.20864810002967715, 0.2256646000314504, 0.24197780014947057, 0.258157400181517, 0.2751337999943644, 0.291981799993664, 0.3087194000836462, 0.3252340001054108, 0.34201550018042326, 0.3585171001031995, 0.3752693999558687, 0.3918576000723988, 0.40961670014075935, 0.425361700123176, 0.4418717999942601, 0.45845170016400516, 0.47512440010905266, 0.49153200001455843, 0.5085071001667529, 0.5252076999749988, 0.5417082000058144, 0.5582071000244468, 0.5753601000178605, 0.59179210010916, 0.6083365001250058, 0.6250108999665827, 0.641699300147593, 0.6585615000221878, 0.6753307001199573, 0.6918262001127005, 0.7084105000831187, 0.7258115999866277, 0.7419296000152826, 0.7585776001214981, 0.7753522000275552, 0.7918639001436532, 0.8085027001798153, 0.8254470000974834, 0.841836899984628, 0.8585540000349283, 0.8753536001313478, 0.8919266001321375, 0.9084916999563575, 0.9254601001739502, 0.9416938000358641, 0.9584991000592709, 0.9752675001509488, 0.9919849000871181, 1.0083113999571651, 1.025340500054881, 1.0419237001333386, 1.058291899971664, 1.0746832999866456, 1.091473100008443, 1.1087518001440912, 1.1254388999659568, 1.1417672000825405, 1.15832499996759, 1.1751241001766175, 1.1916751000098884, 1.2082611999940127, 1.225016500102356, 1.2417983000632375, 1.2583640001248568, 1.2748795000370592, 1.2919401000253856, 1.3085028000641614, 1.324906200170517, 1.3415955000091344, 1.3583349999971688]",15.148614700185135,None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",50,15.148614700185135,None,15.148614700185135,None,15.148614700185135,None,15.148614700185135,None,15.148614700185135,16.15505240019411,a,1,1,2020_Jul_02_1417,rAdaptAlpha2,2020.1.3,60.03006306086641,
